ticket_id,airline_flight,name,gender,dob,dop,dod,is_adult,from,to,distance,num_stops,has_loyalty,price_tier,price
IDZZ22236,Omega\OG-413,Mr. Jose Foshee,M,2020-05-06,2021-06-22,2021-10-07,0,Tajikistan,Luxembourg,5157.23,1,0,2,910.88
IDXX16623,Adonis\AS-629,Ms. Mary Bolen,F,2006-12-17,2021-12-16,2022-05-10,0,Trinidad and Tobago,Tajikistan,12646.74,1,1,2,
IDYY40597,Calisto\CS-677,Ms. Charlotte Murray,F,2019-11-21,2021-05-19,2021-11-23,0,Moldova,Malta,1722.51,0,1,1,502.63
IDXX22763,Adonis\AS-520,Mr. Gary Orman,M,2013-11-17,2021-02-25,2021-10-16,0,Australia,Slovakia,13842.12,1,0,2,3065.7
IDXX42176,Adonis\AS-081,Ms. Robin Rose,F,1993-10-22,2021-10-27,2021-11-11,1,New Caledonia,Montserrat,14996.52,1,1,2,3051.84
IDZZ42695,Omega\OG-059,Ms. Ellen Congdon,F,1999-01-31,2021-05-29,2021-08-28,1,Congo [Republic],Heard Island and McDonald Islands,7911.67,2,1,2,
IDZZ35281,Omega\OG-111,Ms. Heather Harris,F,2000-05-10,2021-09-22,2021-12-15,1,Eritrea,Yemen,938.35,1,0,2,524.07
IDZZ68200,Omega\OG-820,Ms. Irma Fane,F,2011-04-13,2021-08-09,2022-02-07,0,Zimbabwe,France,7753.01,2,0,1,662.36
IDXX79595,Adonis\AS-002,Ms. Donna Bobo,F,2017-07-08,2021-09-11,2022-07-16,0,Mongolia,Faroe Islands,6459.67,2,0,2,
IDXX94012,Adonis\AS-355,Mr. Bobby Carlin,M,2005-09-19,2021-11-09,2022-01-23,1,Malawi,Serbia,6516.48,2,0,2,1597.98
IDYY67857,Calisto\CS-769,Ms. Jennifer Novak,F,2017-03-18,2021-05-03,2022-01-29,0,Mauritius,Chile,11812.03,2,1,2,1860.46
IDZZ38959,Omega\OG-922,Ms. Mary Ingram,F,2017-06-25,2021-05-11,2021-10-05,0,Slovenia,Maldives,7362.43,0,1,2,1163.54
IDZZ12651,Omega\OG-601,Ms. Ann Bible,F,2017-08-12,2021-05-03,2022-04-10,0,Zimbabwe,Nigeria,3851.5,2,0,2,648.46
IDYY43287,Calisto\CS-560,Ms. Leigh Costello,F,2002-11-28,2021-09-04,2022-01-03,1,Albania,Gambia,4615.92,0,1,2,1145.73
IDXX39588,Adonis\AS-320,Mr. Curtis Smith,M,1982-11-18,2021-08-20,2021-09-21,1,Cape Verde,Antarctica,10292.4,2,1,2,2123.07
IDXX13803,Adonis\AS-093,Mr. Alan Bonham,M,2004-05-07,2021-11-14,2022-04-06,1,Turkmenistan,Papua New Guinea,9978.73,0,1,2,2239.13
IDZZ67954,Omega\OG-744,Ms. Trista Berger,F,1993-10-30,2021-03-24,2021-07-24,1,Latvia,Uganda,6216.71,2,0,2,1045.0
IDXX26015,Adonis\AS-214,Ms. Betty Ennis,F,1987-09-29,2021-09-09,2022-07-21,1,Romania,Mexico,10656.59,1,1,1,
IDYY23967,Calisto\CS-761,Mr. Marco Alexander,M,1990-01-15,2021-10-30,2022-04-19,1,Cyprus,Russia,5696.24,1,1,2,1188.88
IDZZ31707,Omega\OG-955,Ms. Sarah Harrell,F,2014-08-18,2021-09-30,2022-03-19,0,Guam,North Korea,3436.05,2,1,2,541.87
IDYY75510,Calisto\CS-766,Mr. Kevin Guerra,M,2012-07-28,2021-01-12,2021-04-26,0,Micronesia,Ukraine,11476.2,2,0,2,1999.17
IDYY83745,Calisto\CS-148,Mr. Mark Felipe,M,1987-05-31,2021-07-04,2022-02-21,1,Latvia,Nigeria,5496.86,2,1,1,666.74
IDYY49496,Calisto\CS-993,Mr. Darrell Roberson,M,1980-08-16,2021-02-26,2021-08-12,1,Thailand,Cocos [Keeling] Islands,3153.53,1,0,2,921.65
IDXX70285,Adonis\AS-375,Ms. Jean Roe,F,1982-02-06,2021-04-27,2021-11-16,1,Sudan,Sri Lanka,5555.25,1,0,1,
IDXX77483,Adonis\AS-392,Ms. Glenna Pierson,F,2002-10-05,2021-03-05,2021-12-10,1,Uzbekistan,Cuba,12030.95,2,1,1,1352.83
IDZZ44499,Omega\OG-006,Mr. Leo Sexton,M,2015-04-09,2021-10-11,2022-02-13,0,Tanzania,Portugal,6750.92,0,0,2,1228.84
IDZZ18358,Omega\OG-208,Ms. Cynthia Disimone,F,2000-03-20,2021-06-28,2021-07-23,1,Indonesia,Haiti,17902.73,1,0,2,2566.44
IDZZ66526,Omega\OG-700,Mr. Carey Pince,M,2021-11-04,2021-02-05,2022-01-31,0,Northern Mariana Islands,Bahrain,9640.64,2,0,1,
IDYY57460,Calisto\CS-293,Ms. Michelle Martinez,F,2010-08-18,2021-02-26,2022-01-15,0,Costa Rica,Equatorial Guinea,10428.34,2,0,2,
IDXX68551,Adonis\AS-370,Ms. Cheryl Mckennon,F,2008-09-13,2021-04-26,2021-09-28,0,Serbia,American Samoa,16560.86,2,0,2,3506.57
IDZZ10161,Omega\OG-227,Ms. Carol Stanley,F,1991-09-30,2021-05-30,2022-03-25,1,United Arab Emirates,Montenegro,3825.13,2,1,1,483.85
IDYY23905,Calisto\CS-876,Ms. Maria Olsen,F,2003-08-15,2021-07-25,2021-08-20,1,Somalia,Saint Kitts and Nevis,11844.68,1,0,2,2315.49
IDZZ20312,Omega\OG-186,Mr. Kevin Vallery,M,1986-06-16,2021-08-15,2022-08-11,1,Vietnam,El Salvador,16404.56,1,0,1,1395.74
IDXX63079,Adonis\AS-866,Mr. Clifford Bosley,M,2002-07-20,2021-03-01,2021-05-23,1,Congo [Republic],Pitcairn Islands,15204.45,1,1,2,3097.02
IDYY99035,Calisto\CS-983,Mr. Lyle Venable,M,1980-04-12,2021-08-02,2021-08-27,1,Antigua and Barbuda,British Indian Ocean Territory,14862.34,2,0,2,2676.2
IDZZ40040,Omega\OG-432,Mr. Francis Olson,M,2014-01-07,2021-04-07,2022-03-15,0,Haiti,Iran,11925.48,2,1,1,812.51
IDYY16226,Calisto\CS-883,Ms. Amber Butler,F,2008-08-31,2021-08-22,2021-12-19,0,Andorra,Guadeloupe,6603.95,1,0,2,
IDXX33662,Adonis\AS-348,Ms. Eliza Gardner,F,1987-04-03,2021-10-15,2021-12-18,1,Peru,Barbados,3022.13,0,1,2,998.89
IDXX29174,Adonis\AS-193,Mr. Albert Kunkel,M,2001-10-23,2021-12-31,2022-07-14,1,Malta,Saint Lucia,7807.29,0,0,1,1267.14
IDYY48647,Calisto\CS-495,Ms. Gabriela Smith,F,2016-07-21,2021-01-13,2021-05-02,0,Faroe Islands,Turks and Caicos Islands,6591.42,0,1,2,1323.28
IDXX68904,Adonis\AS-401,Mr. Frank Cowger,M,1990-03-16,2021-06-05,2021-08-30,1,Azerbaijan,Tanzania,5338.77,2,1,2,1230.22
IDYY72205,Calisto\CS-065,Mr. Daniel Richardson,M,2003-07-14,2021-10-19,2021-11-26,1,Pakistan,North Korea,5299.69,2,0,2,1146.61
IDXX21352,Adonis\AS-768,Mr. Charles Cox,M,1989-01-07,2021-02-16,2021-07-21,1,Tunisia,Botswana,6460.35,0,0,2,1794.03
IDZZ45328,Omega\OG-008,Ms. Amanda Bookman,F,2004-11-24,2021-11-22,2022-08-23,1,Montenegro,United States,8990.3,0,1,1,
IDXX24654,Adonis\AS-412,Mr. Adam Kerns,M,2008-03-27,2021-08-31,2022-03-14,0,Netherlands,Cape Verde,4779.02,0,0,1,868.61
IDZZ94502,Omega\OG-868,Mr. Brian Maddox,M,1988-07-16,2021-01-05,2021-02-24,1,Myanmar [Burma],Pitcairn Islands,15607.88,2,0,2,2178.55
IDZZ08268,Omega\OG-000,Ms. Lillia Allbritton,F,2014-01-13,2021-11-28,2022-09-04,0,Marshall Islands,Trinidad and Tobago,13900.72,2,0,2,
IDYY79601,Calisto\CS-268,Ms. Dorothy Fletcher,F,2003-03-20,2021-08-17,2022-04-15,1,Georgia,Mali,5242.17,1,0,1,
IDXX59073,Adonis\AS-033,Mr. Stephen Thompson,M,2009-04-03,2021-12-21,2022-08-15,0,Bulgaria,Gabon,5041.82,0,1,1,
IDZZ20880,Omega\OG-520,Mr. Ervin Smith,M,1991-07-12,2021-09-15,2021-12-21,1,United Arab Emirates,Congo [Republic],4880.09,2,0,2,879.68
IDXX85627,Adonis\AS-693,Mr. Gene Schaefer,M,2017-08-18,2021-08-15,2021-11-04,0,Uzbekistan,Zimbabwe,7651.41,1,1,2,1650.11
IDZZ79467,Omega\OG-063,Mr. Rueben Bott,M,2009-06-12,2021-03-11,2021-10-28,0,Malaysia,Sweden,9242.72,0,0,1,
IDYY67512,Calisto\CS-006,Mr. Stephen Manley,M,1986-01-20,2021-11-24,2022-05-15,1,Mexico,Bangladesh,14588.01,1,1,2,
IDYY85620,Calisto\CS-323,Ms. Catherine Rendall,F,1994-02-08,2021-09-15,2022-05-31,1,Mexico,Libya,11498.43,2,0,1,1220.14
IDZZ36995,Omega\OG-051,Ms. Kerry Torres,F,2017-07-13,2021-08-31,2022-08-12,0,Gaza Strip,Chad,2374.26,2,1,1,296.88
IDZZ77632,Omega\OG-861,Ms. Josephine Kinsey,F,2007-11-04,2021-10-30,2022-01-26,0,Albania,Bolivia,10695.87,1,1,2,1423.83
IDYY31078,Calisto\CS-848,Mr. Brett Griggs,M,1998-05-01,2021-08-06,2022-05-02,1,Botswana,Isle of Man,8971.06,0,0,1,
IDYY68397,Calisto\CS-890,Mr. Jonas Phillips,M,1997-08-12,2021-07-29,2022-06-26,1,Guernsey,Guadeloupe,6397.21,1,0,2,1451.07
IDZZ66237,Omega\OG-856,Ms. Catherine Basham,F,2006-10-18,2021-05-31,2022-05-11,0,Latvia,Lithuania,195.6,0,1,1,385.79
IDYY49852,Calisto\CS-584,Mr. Thomas Gay,M,1989-03-18,2021-02-04,2021-07-20,1,Seychelles,Bermuda,13124.16,2,0,2,2406.14
IDYY56959,Calisto\CS-048,Ms. Linda Huntsberger,F,1991-07-01,2021-10-31,2022-03-29,1,Madagascar,Norway,9470.8,1,0,2,
IDYY43618,Calisto\CS-370,Ms. Lea Padgett,F,1984-02-10,2021-04-21,2021-09-15,1,Armenia,Burkina Faso,5502.94,2,0,2,1183.21
IDXX63210,Adonis\AS-807,Mr. Vernon Rood,M,2010-10-29,2021-02-15,2021-12-18,0,Libya,Taiwan,10123.85,2,1,2,2001.43
IDZZ90098,Omega\OG-143,Mr. Charles Amador,M,1991-06-16,2021-04-16,2021-06-28,1,Falkland Islands [Islas Malvinas],Italy,12524.61,1,0,2,1907.6
IDXX50002,Adonis\AS-324,Ms. Elizabeth Monroe,F,2007-09-07,2021-03-07,2021-08-05,0,Madagascar,Jamaica,14165.99,1,1,2,2817.54
IDYY67824,Calisto\CS-681,Mr. Clarence Hurdle,M,2006-02-11,2021-10-27,2021-11-26,0,Saint Kitts and Nevis,Costa Rica,2419.77,1,1,2,
IDYY91831,Calisto\CS-314,Ms. Tammy Giuliano,F,2006-08-13,2021-10-29,2021-12-18,0,Morocco,Barbados,5715.95,1,1,3,1493.48
IDXX34422,Adonis\AS-230,Mr. Brian Gibson,M,1996-09-06,2021-05-10,2021-06-15,1,Antigua and Barbuda,Antarctica,11097.92,2,1,2,2264.74
IDXX18789,Adonis\AS-281,Ms. June Watterson,F,1998-01-19,2021-02-12,2021-04-27,1,Marshall Islands,Suriname,14649.68,2,1,2,2903.59
IDYY80374,Calisto\CS-728,Ms. Athena Hughes,F,2014-12-31,2021-05-23,2022-01-06,0,Qatar,Lithuania,3995.22,0,0,1,746.27
IDYY27062,Calisto\CS-309,Mr. Terrance Salzmann,M,1983-11-16,2021-04-22,2021-09-08,1,Kazakhstan,Belarus,2772.83,2,0,2,746.84
IDXX81604,Adonis\AS-378,Ms. Lucia Walsh,F,1996-01-22,2021-06-27,2022-06-19,1,Hong Kong,Tajikistan,4443.07,2,0,2,1184.27
IDZZ90837,Omega\OG-921,Ms. Sylvia Dobbs,F,2008-11-14,2021-08-28,2022-06-14,0,Zambia,New Caledonia,14063.44,2,1,1,935.65
IDXX13104,Adonis\AS-410,Ms. Linda Laflamme,F,2002-02-26,2021-08-03,2021-10-09,1,Brunei,American Samoa,8549.67,2,1,2,
IDYY19992,Calisto\CS-699,Ms. Leanna Mcdowell,F,2016-03-06,2021-12-07,2022-07-20,0,South Africa,Pakistan,8372.99,2,0,1,
IDZZ18079,Omega\OG-293,Ms. Denise Hollar,F,2005-05-13,2021-09-01,2021-12-20,1,Libya,Mongolia,7670.66,0,0,2,1445.35
IDYY57116,Calisto\CS-315,Ms. Joyce Raya,F,1990-02-12,2021-04-23,2021-06-02,1,Peru,Maldives,16461.39,1,1,2,2753.26
IDZZ07675,Omega\OG-301,Mr. Samuel Passmore,M,2019-03-19,2021-01-22,2021-04-17,0,Burkina Faso,Iraq,5145.97,0,0,2,1028.49
IDXX26531,Adonis\AS-311,Ms. Effie Wall,F,1986-07-31,2021-06-25,2021-11-28,1,Guinea-Bissau,Gibraltar,2883.36,1,1,2,873.26
IDZZ07696,Omega\OG-659,Mr. Fernando Woolfrey,M,1982-09-07,2021-02-11,2021-09-06,1,Gabon,Peru,9633.35,0,1,1,990.39
IDZZ78435,Omega\OG-756,Ms. Jenice Traxler,F,1982-08-12,2021-11-29,2022-07-04,1,Martinique,Bermuda,2004.19,2,1,1,378.99
IDYY75330,Calisto\CS-797,Ms. Deloris Stride,F,1982-08-18,2021-02-23,2021-04-09,1,Yemen,Tokelau,15591.68,1,1,2,2621.8
IDZZ38377,Omega\OG-417,Mr. Thomas Solis,M,1991-11-13,2021-08-05,2022-02-14,1,Niue,South Africa,14346.56,1,1,1,
IDYY28338,Calisto\CS-120,Ms. Christina Hood,F,2013-08-26,2021-10-04,2022-05-04,0,Equatorial Guinea,Pitcairn Islands,14820.72,1,1,1,1339.22
IDYY84237,Calisto\CS-420,Mr. Jessie Ornelas,M,1994-09-12,2021-10-02,2022-06-08,1,Guinea,Seychelles,7408.78,1,1,1,912.52
IDYY69730,Calisto\CS-715,Mr. Jerome Anderson,M,2013-01-26,2021-05-24,2021-10-14,0,Switzerland,Poland,972.41,0,0,2,574.79
IDYY58184,Calisto\CS-702,Mr. Anthony Robison,M,1997-12-15,2021-04-05,2021-04-23,1,Haiti,Finland,8573.47,2,1,2,1507.12
IDXX82363,Adonis\AS-682,Mr. Clarence Braxton,M,2015-12-05,2021-08-23,2022-02-11,0,Palau,Guernsey,12457.24,2,1,2,2420.25
IDXX19502,Adonis\AS-826,Ms. Susan Ferrini,F,1993-12-03,2021-04-08,2021-10-23,1,Bhutan,Luxembourg,7326.04,1,1,2,
IDYY12577,Calisto\CS-455,Ms. Pauline Briones,F,2018-08-06,2021-03-16,2021-10-17,0,Guinea-Bissau,Botswana,5775.43,1,1,2,1104.94
IDZZ59720,Omega\OG-618,Mr. Michael Deangelis,M,2007-11-14,2021-01-01,2021-03-15,0,Congo [DRC],U.S. Virgin Islands,9807.43,2,1,2,
IDXX74171,Adonis\AS-310,Ms. Flora Hansen,F,1984-06-05,2021-08-25,2021-09-04,1,Comoros,Monaco,7210.05,0,0,3,2660.18
IDXX20068,Adonis\AS-406,Ms. Ruby Courtney,F,1993-01-14,2021-07-13,2021-09-06,1,Iraq,Nauru,13093.64,1,0,2,3020.16
IDZZ78309,Omega\OG-314,Mr. Hugo Arnold,M,2003-01-02,2021-11-16,2022-08-18,1,Anguilla,Spain,6137.35,2,0,1,673.98
IDXX79248,Adonis\AS-235,Ms. Alice Jordan,F,2020-03-26,2021-01-03,2021-07-13,0,Montenegro,Netherlands,1486.94,0,0,1,
IDXX69737,Adonis\AS-367,Mr. Edward Travelstead,M,1995-03-01,2021-04-05,2021-07-24,1,Svalbard and Jan Mayen,Bermuda,6477.58,1,1,2,
IDXX26135,Adonis\AS-008,Ms. Shanita Ingram,F,1989-03-23,2021-05-02,2021-09-14,1,Italy,Mozambique,7141.45,1,0,2,1829.07
IDZZ76538,Omega\OG-315,Mr. Robert Pelchat,M,1998-01-07,2021-03-03,2021-03-08,1,Vanuatu,Qatar,13302.5,2,1,2,1703.47
IDYY15682,Calisto\CS-909,Ms. Ethel Kinde,F,1987-10-01,2021-04-28,2021-07-23,1,Madagascar,Monaco,8037.63,1,1,2,1530.46
IDXX25786,Adonis\AS-401,Ms. Jennifer Kalhorn,F,1990-10-07,2021-05-21,2021-10-23,1,Guernsey,Serbia,1889.87,1,1,2,704.13
IDYY49374,Calisto\CS-584,Mr. Richard Lima,M,2008-02-09,2021-07-21,2022-07-08,0,Anguilla,Fiji,13430.59,1,1,1,1233.67
IDXX53973,Adonis\AS-956,Ms. Genny Vargas,F,2014-02-24,2021-02-08,2022-02-01,0,Fiji,Venezuela,12777.72,2,1,1,1328.44
IDYY37099,Calisto\CS-433,Ms. Ivy Locke,F,2020-09-25,2021-01-18,2021-03-12,0,Afghanistan,Romania,3831.61,2,1,2,710.69
IDZZ74845,Omega\OG-123,Mr. Eddie Dubois,M,2010-08-02,2021-02-25,2021-05-17,0,Georgia,South Georgia and the South Sandwich Islands,13157.24,2,0,2,1771.09
IDXX12741,Adonis\AS-375,Mr. Thomas Guinyard,M,2011-08-16,2021-05-02,2021-06-21,0,Belarus,Australia,13285.1,1,0,2,2959.01
IDYY88186,Calisto\CS-997,Mr. Jack Guadalupe,M,1987-06-21,2021-09-23,2022-08-17,1,Iran,Afghanistan,1316.06,1,1,1,483.58
IDYY87015,Calisto\CS-195,Mr. Scott Hayes,M,1992-09-28,2021-01-22,2021-06-15,1,Luxembourg,Iraq,3580.35,0,0,2,1116.57
IDZZ79413,Omega\OG-140,Ms. Mildred Horvath,F,1992-08-28,2021-04-05,2021-05-20,1,Aruba,Slovenia,8631.8,0,0,2,
IDXX40364,Adonis\AS-238,Ms. Betty Chapman,F,2015-12-14,2021-08-25,2021-09-25,0,Montserrat,Vatican City,7524.32,0,1,3,
IDXX41434,Adonis\AS-991,Ms. Robin Austin,F,1999-11-22,2021-09-20,2022-02-24,1,Haiti,Aruba,759.65,1,0,2,551.19
IDYY46007,Calisto\CS-442,Mr. Douglas Orio,M,2003-10-02,2021-04-12,2021-10-24,1,Dominican Republic,Burundi,11201.31,1,1,2,1993.99
IDXX26650,Adonis\AS-944,Ms. Lucia Gonzales,F,2011-02-26,2021-11-01,2022-04-13,0,Mali,Canada,9141.91,0,0,2,2215.72
IDYY15818,Calisto\CS-156,Mr. Kevin Cummings,M,1995-12-09,2021-05-19,2022-02-28,1,Portugal,Tajikistan,6620.71,1,0,1,950.05
IDYY20012,Calisto\CS-917,Mr. Jeffrey Powell,M,2017-05-26,2021-03-28,2021-08-23,0,Panama,Gambia,7156.66,0,1,2,
IDXX28186,Adonis\AS-943,Mr. Andrew Munoz,M,1983-04-27,2021-04-22,2021-05-31,1,Ecuador,Germany,10082.07,2,1,2,
IDYY42611,Calisto\CS-026,Ms. Sandra Nagle,F,2011-08-31,2021-08-05,2022-06-04,0,Netherlands Antilles,Ireland,7012.28,0,1,2,1382.97
IDZZ42100,Omega\OG-311,Mr. William Dostie,M,2020-09-14,2021-12-17,2022-08-29,0,Bahrain,Afghanistan,1869.01,2,1,1,272.73
IDZZ94139,Omega\OG-368,Ms. Irene Christner,F,2016-11-17,2021-09-11,2022-08-05,0,Uzbekistan,Angola,7558.02,1,1,1,
IDZZ58360,Omega\OG-234,Ms. Kathy Jordon,F,2015-11-24,2021-07-24,2022-07-10,0,Saint Vincent and the Grenadines,Kenya,11016.14,2,0,2,1513.33
IDYY27190,Calisto\CS-541,Ms. Sherri Townsend,F,1999-03-12,2021-07-19,2022-04-12,1,Mozambique,Armenia,6612.25,0,0,1,1067.77
IDXX95714,Adonis\AS-372,Ms. Geraldine Cruz,F,1995-03-23,2021-12-01,2022-03-21,1,Syria,Norway,3596.2,2,1,2,
IDYY08078,Calisto\CS-713,Mr. Ronald Rutledge,M,1991-10-26,2021-03-09,2021-05-01,1,Thailand,Kosovo,8028.62,2,1,3,1997.97
IDZZ58618,Omega\OG-565,Mr. Daryl Gaarder,M,2017-04-21,2021-07-02,2021-09-02,0,Paraguay,Honduras,5259.01,2,0,2,820.48
IDYY85562,Calisto\CS-740,Mr. Joseph Mercier,M,1984-10-17,2021-08-01,2021-12-17,1,Liberia,Djibouti,5741.22,1,1,2,1199.03
IDXX28939,Adonis\AS-090,Mr. Mario Fraiser,M,1993-10-24,2021-07-31,2022-05-21,1,British Virgin Islands,Tajikistan,12179.79,1,1,2,2547.06
IDZZ48806,Omega\OG-106,Ms. Maria Saul,F,1985-07-29,2021-07-20,2022-05-05,1,Ghana,North Korea,12510.09,2,1,1,
IDYY12777,Calisto\CS-787,Ms. Amy Butler,F,1997-01-15,2021-06-02,2022-01-28,1,Cocos [Keeling] Islands,Seychelles,4626.43,2,1,1,605.64
IDZZ67854,Omega\OG-688,Mr. Chad Sumpter,M,2004-08-21,2021-08-15,2021-09-28,1,Egypt,Kosovo,1973.22,2,0,2,540.76
IDYY87489,Calisto\CS-363,Ms. Meghan Goldberg,F,2000-03-20,2021-06-28,2022-03-09,1,Turkmenistan,Liechtenstein,4094.03,0,0,1,873.66
IDXX52208,Adonis\AS-458,Ms. Ruth Morgan,F,1995-12-16,2021-09-18,2022-06-27,1,Wallis and Futuna,Slovakia,15854.74,2,0,1,1885.23
IDYY91650,Calisto\CS-891,Mr. Andrew Trejo,M,2010-09-14,2021-10-17,2022-01-30,0,Chad,Macedonia [FYROM],2925.82,2,0,2,648.24
IDZZ56969,Omega\OG-143,Mr. Christopher Lugo,M,1998-10-23,2021-05-12,2022-03-16,1,Namibia,Aruba,10403.91,1,0,1,1043.79
IDXX50861,Adonis\AS-886,Ms. Elizabeth Underdahl,F,1998-07-04,2021-12-13,2022-08-28,1,Turkey,Romania,1145.45,2,1,2,473.08
IDXX89488,Adonis\AS-218,Ms. Janelle Christopher,F,2015-09-23,2021-06-15,2021-09-03,0,British Virgin Islands,Lebanon,9811.72,2,0,2,2164.06
IDYY51327,Calisto\CS-368,Mr. Billy Whiteman,M,1996-04-22,2021-06-29,2021-11-29,1,Venezuela,India,15216.84,2,1,2,
IDZZ05057,Omega\OG-067,Mr. Richard Kornbluth,M,2016-10-04,2021-05-29,2021-08-15,0,Saint Vincent and the Grenadines,North Korea,14031.98,2,1,2,
IDYY72165,Calisto\CS-802,Ms. Patricia Perez,F,2008-11-04,2021-03-06,2021-11-11,0,Argentina,Greenland,12370.02,1,0,1,1290.59
IDYY07233,Calisto\CS-713,Mr. Ed Scarbrough,M,2020-07-31,2021-07-21,2022-03-08,0,Croatia,Finland,1992.79,0,0,1,571.91
IDYY09266,Calisto\CS-223,Mr. James Price,M,1990-05-17,2021-09-05,2022-05-30,1,Jamaica,Afghanistan,13156.92,1,0,1,
IDZZ10443,Omega\OG-374,Mr. Wesley Neace,M,1984-09-18,2021-10-09,2022-07-29,1,Tanzania,Kuwait,4194.47,1,0,1,
IDYY05189,Calisto\CS-702,Ms. Nicole Troy,F,2011-06-28,2021-04-12,2021-12-02,0,Germany,Lithuania,998.68,0,1,1,
IDYY01572,Calisto\CS-448,Ms. Betty Callahan,F,1992-03-05,2021-02-02,2021-07-23,1,Antigua and Barbuda,Cyprus,9395.14,2,0,2,
IDYY54799,Calisto\CS-107,Mr. Raymond Kallin,M,2002-01-19,2021-05-25,2022-04-24,1,Marshall Islands,El Salvador,10891.17,2,0,2,
IDYY71248,Calisto\CS-851,Ms. Jasmine Gagnon,F,1996-11-09,2021-04-15,2021-11-24,1,Gaza Strip,Lithuania,2775.48,0,1,1,683.91
IDYY07058,Calisto\CS-315,Ms. Helen Bradley,F,1996-08-09,2021-04-03,2022-01-09,1,Equatorial Guinea,Guernsey,5461.37,2,0,2,
IDZZ12674,Omega\OG-207,Mr. Howard Hinson,M,2019-02-24,2021-09-12,2022-04-01,0,Latvia,Liechtenstein,1487.54,2,0,1,281.21
IDZZ73038,Omega\OG-508,Mr. John Chan,M,1987-11-30,2021-02-20,2021-09-11,1,New Zealand,Svalbard and Jan Mayen,15746.54,2,0,2,2182.31
IDXX35425,Adonis\AS-089,Ms. Dolores Clegg,F,2012-12-17,2021-12-29,2022-09-04,0,Congo [Republic],Burkina Faso,2369.88,1,1,2,692.98
IDXX39404,Adonis\AS-867,Mr. Miguel Mcalpine,M,1995-10-28,2021-09-02,2022-03-09,1,Russia,Haiti,11074.04,2,0,1,1412.47
IDYY07749,Calisto\CS-429,Ms. Anne Corbeil,F,2000-08-21,2021-06-10,2022-05-24,1,Guadeloupe,Anguilla,172.8,1,1,1,387.51
IDXX74338,Adonis\AS-386,Ms. Kelli Myles,F,2013-10-01,2021-08-17,2022-05-19,0,Marshall Islands,Congo [DRC],16633.16,1,0,1,1961.48
IDYY82621,Calisto\CS-659,Mr. Junior Hoskins,M,2020-01-14,2021-07-18,2022-04-11,0,Denmark,American Samoa,15362.44,2,1,1,1271.55
IDYY84899,Calisto\CS-823,Ms. Annette Swain,F,1982-10-31,2021-10-10,2021-11-17,1,Bulgaria,Gibraltar,2733.57,2,0,2,
IDYY00103,Calisto\CS-133,Mr. Joe Bell,M,1985-05-12,2021-04-03,2021-10-27,1,Cayman Islands,Heard Island and McDonald Islands,15686.48,1,0,1,
IDYY25563,Calisto\CS-077,Mr. Conrad Boyden,M,1980-12-30,2021-11-18,2022-07-01,1,U.S. Virgin Islands,Laos,15568.24,1,1,1,1492.48
IDYY87670,Calisto\CS-857,Mr. James Hartford,M,2013-05-07,2021-10-06,2022-06-07,0,Sudan,Bangladesh,6426.05,1,0,1,815.53
IDZZ37369,Omega\OG-980,Mr. Felix Sheridan,M,2006-12-08,2021-06-16,2022-02-05,0,Puerto Rico,Sri Lanka,15422.66,1,1,2,1944.62
IDXX15931,Adonis\AS-126,Mr. Rodney Hanna,M,1996-05-17,2021-05-23,2021-05-28,1,Congo [Republic],Libya,2960.75,2,1,2,794.57
IDXX18451,Adonis\AS-267,Mr. Paul Heron,M,1990-06-27,2021-09-06,2022-03-13,1,Slovakia,Congo [DRC],5870.64,2,0,2,1489.46
IDXX93667,Adonis\AS-018,Mr. Arthur Masters,M,1986-12-08,2021-02-24,2021-11-09,1,Liberia,U.S. Virgin Islands,6150.72,1,1,1,
IDYY91909,Calisto\CS-751,Ms. Naomi Lee,F,2007-08-21,2021-01-29,2021-04-09,0,Maldives,Iraq,4539.09,1,1,2,
IDYY12109,Calisto\CS-689,Ms. Judith Sampson,F,2004-10-16,2021-08-11,2021-12-16,1,Netherlands,Australia,14809.31,2,0,2,2665.98
IDZZ82972,Omega\OG-297,Mr. Jason Pastore,M,1996-03-10,2021-03-08,2021-07-06,1,Seychelles,Rwanda,2862.9,0,0,2,860.75
IDYY11402,Calisto\CS-064,Ms. Priscilla Khan,F,1981-11-11,2021-10-03,2022-05-12,1,Saint Vincent and the Grenadines,Tajikistan,12451.35,2,0,1,1299.52
IDXX31290,Adonis\AS-106,Mr. Justin Bradby,M,1991-04-07,2021-03-05,2021-04-15,1,Guyana,Thailand,16840.51,2,1,2,3294.89
IDYY50966,Calisto\CS-583,Mr. Robert Fender,M,2017-10-03,2021-10-27,2022-08-01,0,Mozambique,Italy,7141.45,1,0,1,
IDZZ51608,Omega\OG-235,Ms. Joyce Mangum,F,2012-11-27,2021-06-22,2021-07-28,0,Turkey,Togo,4814.01,1,0,2,
IDYY22365,Calisto\CS-995,Mr. Roland Shroyer,M,2013-03-18,2021-11-26,2021-12-23,0,Burkina Faso,Bosnia and Herzegovina,3978.28,1,1,2,
IDYY56932,Calisto\CS-648,Ms. Kathryn Rudlong,F,2004-12-02,2021-08-12,2021-09-15,1,British Virgin Islands,Gambia,5294.11,2,1,2,1029.46
